gender,match,age,race,field,career,from,goal,int_corr,samerace,imprace,imprelig,age_o,race_o,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o
1,1,22.0,2.0,Mechanical Engineering,Porn Star,Massachusetts,6.0,-0.42,1,1.0,1.0,21.0,2.0,1,8.0,6.0,6.0,7.0,5.0,6.0,7.0,6.0,2.0
1,0,22.0,2.0,Mechanical Engineering,Porn Star,Massachusetts,6.0,0.0,1,1.0,1.0,21.0,2.0,0,8.0,6.0,7.0,6.0,8.0,5.0,7.0,2.0,2.0
1,1,22.0,2.0,Mechanical Engineering,Porn Star,Massachusetts,6.0,-0.24,0,1.0,1.0,19.0,3.0,1,8.0,10.0,9.0,10.0,8.0,7.0,8.0,9.0,2.0
1,0,22.0,2.0,Mechanical Engineering,Porn Star,Massachusetts,6.0,-0.36,0,1.0,1.0,20.0,3.0,0,9.0,4.0,5.0,2.0,2.0,1.0,2.0,7.0,2.0
1,0,22.0,2.0,Mechanical Engineering,Porn Star,Massachusetts,6.0,-0.36,1,1.0,1.0,21.0,2.0,0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
1,0,22.0,2.0,Mechanical Engineering,Porn Star,Massachusetts,6.0,0.38,0,1.0,1.0,,,0,,,,,,,,,
1,1,21.0,2.0,Engineering,Mechanical Engineering,Connecticut,1.0,0.44,0,3.0,1.0,20.0,6.0,1,9.0,10.0,8.0,8.0,7.0,9.0,9.0,9.0,2.0
1,1,21.0,2.0,Engineering,Mechanical Engineering,Connecticut,1.0,-0.09,1,3.0,1.0,21.0,2.0,1,6.0,10.0,9.0,8.0,7.0,4.0,6.0,8.0,2.0
1,1,21.0,2.0,Engineering,Mechanical Engineering,Connecticut,1.0,0.34,0,3.0,1.0,20.0,1.0,1,8.0,6.0,7.0,8.0,7.0,5.0,8.0,8.0,2.0
1,1,21.0,2.0,Engineering,Mechanical Engineering,Connecticut,1.0,-0.13,1,3.0,1.0,21.0,2.0,1,9.0,10.0,9.0,8.0,8.0,7.0,8.0,8.0,2.0
1,0,21.0,2.0,Engineering,Mechanical Engineering,Connecticut,1.0,-0.31,1,3.0,1.0,21.0,2.0,0,7.0,8.0,8.0,6.0,6.0,3.0,6.0,3.0,2.0
1,0,21.0,2.0,Engineering,Mechanical Engineering,Connecticut,1.0,-0.5,1,3.0,1.0,21.0,2.0,0,7.0,8.0,6.0,6.0,6.0,6.0,8.0,1.0,2.0
1,1,21.0,2.0,Engineering,Mechanical Engineering,Connecticut,1.0,0.1,0,3.0,1.0,19.0,3.0,1,5.0,7.0,,,,,5.0,7.0,2.0
1,1,21.0,2.0,Engineering,Mechanical Engineering,Connecticut,1.0,0.0,0,3.0,1.0,20.0,3.0,1,8.0,7.0,8.0,6.0,5.0,2.0,6.0,5.0,2.0
1,0,21.0,2.0,Engineering,Mechanical Engineering,Connecticut,1.0,-0.15,1,3.0,1.0,21.0,2.0,1,9.0,10.0,10.0,5.0,7.0,4.0,9.0,1.0,2.0
1,0,21.0,2.0,Engineering,Mechanical Engineering,Connecticut,1.0,-0.05,0,3.0,1.0,,,0,,,,,,,,,
1,1,,2.0,Economics,entrepeneur,New Jersey,3.0,0.31,0,1.0,1.0,20.0,6.0,1,7.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,2.0
1,0,,2.0,Economics,entrepeneur,New Jersey,3.0,0.32,1,1.0,1.0,21.0,2.0,0,6.0,9.0,7.0,8.0,7.0,9.0,9.0,8.0,2.0
1,0,,2.0,Economics,entrepeneur,New Jersey,3.0,0.26,0,1.0,1.0,20.0,1.0,0,5.0,6.0,5.0,4.0,6.0,3.0,5.0,5.0,2.0
1,0,,2.0,Economics,entrepeneur,New Jersey,3.0,0.45,1,1.0,1.0,21.0,2.0,0,6.0,10.0,8.0,8.0,10.0,5.0,6.0,8.0,2.0
1,1,,2.0,Economics,entrepeneur,New Jersey,3.0,0.07,1,1.0,1.0,21.0,2.0,1,6.0,10.0,6.0,9.0,6.0,4.0,8.0,7.0,2.0
1,0,,2.0,Economics,entrepeneur,New Jersey,3.0,-0.03,1,1.0,1.0,21.0,2.0,0,7.0,7.0,6.0,7.0,9.0,5.0,4.0,1.0,2.0
1,1,,2.0,Economics,entrepeneur,New Jersey,3.0,0.1,0,1.0,1.0,19.0,3.0,1,7.0,9.0,9.0,,0.0,6.0,8.0,10.0,2.0
1,0,,2.0,Economics,entrepeneur,New Jersey,3.0,0.36,0,1.0,1.0,20.0,3.0,0,5.0,7.0,2.0,2.0,4.0,2.0,4.0,8.0,2.0
1,0,,2.0,Economics,entrepeneur,New Jersey,3.0,0.12,1,1.0,1.0,21.0,2.0,0,7.0,6.0,7.0,8.0,10.0,7.0,7.0,1.0,2.0
1,0,,2.0,Economics,entrepeneur,New Jersey,3.0,0.09,0,1.0,1.0,,,0,,,,,,,,,
1,0,20.0,4.0,Engineering,don't know,"India, Holland",1.0,0.19,0,4.0,1.0,20.0,6.0,1,8.0,8.0,8.0,8.0,8.0,8.0,7.0,5.0,2.0
1,0,20.0,4.0,Engineering,don't know,"India, Holland",1.0,-0.11,0,4.0,1.0,21.0,2.0,1,9.0,9.0,8.0,6.0,5.0,5.0,7.0,7.0,2.0
1,0,20.0,4.0,Engineering,don't know,"India, Holland",1.0,-0.06,0,4.0,1.0,20.0,1.0,1,7.0,8.0,7.0,5.0,6.0,6.0,7.0,6.0,2.0
1,0,20.0,4.0,Engineering,don't know,"India, Holland",1.0,0.49,0,4.0,1.0,21.0,2.0,0,6.0,9.0,9.0,9.0,9.0,5.0,6.0,8.0,2.0
1,0,20.0,4.0,Engineering,don't know,"India, Holland",1.0,-0.4,0,4.0,1.0,21.0,2.0,1,10.0,7.0,7.0,7.0,6.0,5.0,8.0,7.0,2.0
1,0,20.0,4.0,Engineering,don't know,"India, Holland",1.0,0.11,0,4.0,1.0,21.0,2.0,0,5.0,10.0,8.0,5.0,8.0,4.0,6.0,1.0,2.0
1,1,20.0,4.0,Engineering,don't know,"India, Holland",1.0,-0.01,0,4.0,1.0,19.0,3.0,1,6.0,9.0,8.0,9.0,7.0,,8.0,7.0,2.0
1,1,20.0,4.0,Engineering,don't know,"India, Holland",1.0,-0.23,0,4.0,1.0,20.0,3.0,1,9.0,9.0,9.0,8.0,10.0,2.0,9.0,5.0,2.0
1,0,20.0,4.0,Engineering,don't know,"India, Holland",1.0,-0.23,0,4.0,1.0,21.0,2.0,1,6.0,10.0,5.0,2.0,2.0,4.0,7.0,1.0,2.0
1,0,20.0,4.0,Engineering,don't know,"India, Holland",1.0,-0.4,0,4.0,1.0,,,0,,,,,,,,,
1,0,19.0,4.0,Computer Science,Not Sure,New York,2.0,0.35,0,4.0,1.0,20.0,6.0,0,2.0,7.0,6.0,2.0,5.0,1.0,2.0,5.0,2.0
1,0,19.0,4.0,Computer Science,Not Sure,New York,2.0,0.45,0,4.0,1.0,21.0,2.0,0,4.0,9.0,8.0,3.0,6.0,2.0,3.0,5.0,2.0
1,0,19.0,4.0,Computer Science,Not Sure,New York,2.0,0.13,0,4.0,1.0,20.0,1.0,0,5.0,6.0,4.0,5.0,3.0,3.0,5.0,6.0,2.0
1,0,19.0,4.0,Computer Science,Not Sure,New York,2.0,0.3,0,4.0,1.0,21.0,2.0,0,,,,,,,,,
1,0,19.0,4.0,Computer Science,Not Sure,New York,2.0,0.54,0,4.0,1.0,21.0,2.0,0,4.0,8.0,7.0,3.0,7.0,0.0,5.0,6.0,2.0
1,0,19.0,4.0,Computer Science,Not Sure,New York,2.0,-0.17,0,4.0,1.0,21.0,2.0,0,,,,,,,,,2.0
1,0,19.0,4.0,Computer Science,Not Sure,New York,2.0,0.48,0,4.0,1.0,19.0,3.0,0,2.0,7.0,6.0,2.0,,1.0,3.0,7.0,2.0
1,0,19.0,4.0,Computer Science,Not Sure,New York,2.0,0.54,0,4.0,1.0,20.0,3.0,0,7.0,8.0,6.0,5.0,7.0,2.0,5.0,5.0,2.0
1,0,19.0,4.0,Computer Science,Not Sure,New York,2.0,0.52,0,4.0,1.0,21.0,2.0,1,7.0,10.0,10.0,8.0,10.0,1.0,9.0,1.0,2.0
1,0,19.0,4.0,Computer Science,Not Sure,New York,2.0,-0.14,0,4.0,1.0,,,0,,,,,,,,,
1,0,23.0,2.0,physics (astrophysics),"physicist, probably academia",NYC (Staten Island),4.0,0.35,1,3.0,4.0,24.0,2.0,0,4.0,5.0,6.0,4.0,6.0,4.0,4.0,9.0,2.0
1,0,23.0,2.0,physics (astrophysics),"physicist, probably academia",NYC (Staten Island),4.0,0.34,1,3.0,4.0,33.0,2.0,0,5.0,6.0,8.0,6.0,7.0,,5.0,5.0,2.0
1,0,23.0,2.0,physics (astrophysics),"physicist, probably academia",NYC (Staten Island),4.0,-0.4,1,3.0,4.0,23.0,2.0,0,4.0,6.0,7.0,4.0,7.0,4.0,4.0,7.0,2.0
1,0,23.0,2.0,physics (astrophysics),"physicist, probably academia",NYC (Staten Island),4.0,0.42,1,3.0,4.0,24.0,2.0,0,7.0,10.0,10.0,7.0,9.0,8.0,8.0,5.0,2.0
1,0,23.0,2.0,physics (astrophysics),"physicist, probably academia",NYC (Staten Island),4.0,0.26,1,3.0,4.0,36.0,2.0,0,4.0,6.0,8.0,,,,4.0,3.0,2.0
1,0,23.0,2.0,physics (astrophysics),"physicist, probably academia",NYC (Staten Island),4.0,-0.15,0,3.0,4.0,26.0,4.0,0,5.0,5.0,8.0,5.0,5.0,5.0,5.0,4.0,2.0
1,0,23.0,2.0,physics (astrophysics),"physicist, probably academia",NYC (Staten Island),4.0,0.11,0,3.0,4.0,27.0,4.0,0,4.0,8.0,8.0,2.0,6.0,1.0,1.0,1.0,2.0
1,0,23.0,2.0,physics (astrophysics),"physicist, probably academia",NYC (Staten Island),4.0,0.19,1,3.0,4.0,28.0,2.0,0,6.0,7.0,7.0,4.0,7.0,,5.0,6.0,2.0
1,0,23.0,2.0,physics (astrophysics),"physicist, probably academia",NYC (Staten Island),4.0,0.31,1,3.0,4.0,31.0,2.0,0,5.0,5.0,8.0,6.0,9.0,,5.0,4.0,2.0
1,0,23.0,2.0,physics (astrophysics),"physicist, probably academia",NYC (Staten Island),4.0,0.24,1,3.0,4.0,28.0,2.0,0,4.0,5.0,5.0,1.0,3.0,1.0,2.0,3.0,2.0
1,0,23.0,2.0,physics (astrophysics),"physicist, probably academia",NYC (Staten Island),4.0,0.51,0,3.0,4.0,27.0,4.0,0,6.0,7.0,7.0,6.0,8.0,6.0,6.0,6.0,2.0
1,0,23.0,2.0,physics (astrophysics),"physicist, probably academia",NYC (Staten Island),4.0,0.22,0,3.0,4.0,28.0,4.0,0,6.0,6.0,8.0,6.0,,,5.0,5.0,2.0
1,0,23.0,2.0,physics (astrophysics),"physicist, probably academia",NYC (Staten Island),4.0,-0.26,1,3.0,4.0,27.0,2.0,0,5.0,8.0,10.0,5.0,8.0,7.0,5.0,5.0,2.0
1,0,23.0,2.0,physics (astrophysics),"physicist, probably academia",NYC (Staten Island),4.0,0.24,1,3.0,4.0,27.0,2.0,0,2.0,6.0,7.0,2.0,7.0,2.0,2.0,5.0,2.0
1,0,23.0,2.0,physics (astrophysics),"physicist, probably academia",NYC (Staten Island),4.0,0.49,0,3.0,4.0,30.0,1.0,0,4.0,7.0,10.0,3.0,10.0,3.0,3.0,3.0,2.0
1,0,23.0,2.0,physics (astrophysics),"physicist, probably academia",NYC (Staten Island),4.0,-0.14,0,3.0,4.0,28.0,4.0,0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0
1,1,28.0,2.0,Physics,Academic,Greece,1.0,-0.57,1,7.0,2.0,24.0,2.0,1,5.0,10.0,9.0,8.0,7.0,5.0,9.0,9.0,2.0
1,0,28.0,2.0,Physics,Academic,Greece,1.0,0.55,1,7.0,2.0,33.0,2.0,0,4.0,6.0,8.0,5.0,,5.0,5.0,5.0,2.0
1,0,28.0,2.0,Physics,Academic,Greece,1.0,0.32,1,7.0,2.0,23.0,2.0,0,4.0,7.0,8.0,5.0,7.0,4.0,4.0,8.0,2.0
1,0,28.0,2.0,Physics,Academic,Greece,1.0,0.68,1,7.0,2.0,24.0,2.0,0,7.0,10.0,10.0,10.0,10.0,8.0,8.0,5.0,2.0
1,0,28.0,2.0,Physics,Academic,Greece,1.0,0.68,1,7.0,2.0,36.0,2.0,0,5.0,7.0,10.0,8.0,,,7.0,5.0,2.0
1,0,28.0,2.0,Physics,Academic,Greece,1.0,0.55,0,7.0,2.0,26.0,4.0,0,5.0,6.0,8.0,5.0,5.0,4.0,5.0,4.0,2.0
1,0,28.0,2.0,Physics,Academic,Greece,1.0,0.72,0,7.0,2.0,27.0,4.0,0,3.0,8.0,8.0,2.0,7.0,1.0,2.0,1.0,2.0
1,0,28.0,2.0,Physics,Academic,Greece,1.0,0.65,1,7.0,2.0,28.0,2.0,0,4.0,7.0,8.0,4.0,6.0,7.0,4.0,8.0,2.0
1,0,28.0,2.0,Physics,Academic,Greece,1.0,0.23,1,7.0,2.0,31.0,2.0,0,5.0,8.0,10.0,8.0,8.0,,7.0,,2.0
1,0,28.0,2.0,Physics,Academic,Greece,1.0,0.6,1,7.0,2.0,28.0,2.0,0,3.0,7.0,7.0,4.0,6.0,5.0,6.0,4.0,2.0
1,0,28.0,2.0,Physics,Academic,Greece,1.0,0.58,0,7.0,2.0,27.0,4.0,0,4.0,6.0,5.0,4.0,,,5.0,6.0,2.0
1,1,28.0,2.0,Physics,Academic,Greece,1.0,0.44,0,7.0,2.0,28.0,4.0,1,5.0,5.0,6.0,8.0,,5.0,5.0,5.0,2.0
1,0,28.0,2.0,Physics,Academic,Greece,1.0,0.46,1,7.0,2.0,27.0,2.0,0,6.0,8.0,9.0,8.0,9.0,5.0,7.0,5.0,2.0
1,0,28.0,2.0,Physics,Academic,Greece,1.0,0.59,1,7.0,2.0,27.0,2.0,0,1.0,4.0,6.0,3.0,6.0,2.0,1.0,3.0,2.0
1,0,28.0,2.0,Physics,Academic,Greece,1.0,0.4,0,7.0,2.0,30.0,1.0,0,3.0,10.0,10.0,6.0,10.0,3.0,3.0,3.0,2.0
1,0,28.0,2.0,Physics,Academic,Greece,1.0,0.12,0,7.0,2.0,28.0,4.0,0,2.0,6.0,6.0,6.0,5.0,4.0,3.0,5.0,2.0
1,0,29.0,1.0,Business/ Finance/ Real Estate,Real Estate/ Private Equity,North Carolina,2.0,-0.15,0,3.0,4.0,24.0,2.0,1,8.0,8.0,8.0,8.0,10.0,6.0,8.0,7.0,2.0
1,0,29.0,1.0,Business/ Finance/ Real Estate,Real Estate/ Private Equity,North Carolina,2.0,0.01,0,3.0,4.0,33.0,2.0,0,5.0,5.0,7.0,8.0,7.0,4.0,5.0,5.0,2.0
1,0,29.0,1.0,Business/ Finance/ Real Estate,Real Estate/ Private Equity,North Carolina,2.0,0.64,0,3.0,4.0,23.0,2.0,0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,2.0
1,0,29.0,1.0,Business/ Finance/ Real Estate,Real Estate/ Private Equity,North Carolina,2.0,-0.18,0,3.0,4.0,24.0,2.0,0,8.0,10.0,7.0,10.0,7.0,5.0,7.0,5.0,2.0
1,0,29.0,1.0,Business/ Finance/ Real Estate,Real Estate/ Private Equity,North Carolina,2.0,-0.04,0,3.0,4.0,36.0,2.0,0,8.0,10.0,7.0,8.0,8.0,,7.0,8.0,2.0
1,1,29.0,1.0,Business/ Finance/ Real Estate,Real Estate/ Private Equity,North Carolina,2.0,0.25,0,3.0,4.0,26.0,4.0,1,8.0,6.0,7.0,8.0,9.0,7.0,8.0,10.0,1.0
1,0,29.0,1.0,Business/ Finance/ Real Estate,Real Estate/ Private Equity,North Carolina,2.0,-0.16,0,3.0,4.0,27.0,4.0,0,7.0,5.0,7.0,8.0,8.0,6.0,5.0,1.0,1.0
1,1,29.0,1.0,Business/ Finance/ Real Estate,Real Estate/ Private Equity,North Carolina,2.0,-0.03,0,3.0,4.0,28.0,2.0,1,9.0,7.0,8.0,8.0,8.0,6.0,8.0,6.0,2.0
1,0,29.0,1.0,Business/ Finance/ Real Estate,Real Estate/ Private Equity,North Carolina,2.0,0.11,0,3.0,4.0,31.0,2.0,0,9.0,7.0,7.0,7.0,7.0,2.0,7.0,1.0,2.0
1,0,29.0,1.0,Business/ Finance/ Real Estate,Real Estate/ Private Equity,North Carolina,2.0,0.08,0,3.0,4.0,28.0,2.0,0,8.0,6.0,8.0,7.0,7.0,6.0,6.0,7.0,2.0
1,0,29.0,1.0,Business/ Finance/ Real Estate,Real Estate/ Private Equity,North Carolina,2.0,-0.01,0,3.0,4.0,27.0,4.0,0,6.0,8.0,7.0,7.0,7.0,4.0,6.0,5.0,2.0
1,0,29.0,1.0,Business/ Finance/ Real Estate,Real Estate/ Private Equity,North Carolina,2.0,0.3,0,3.0,4.0,28.0,4.0,0,5.0,6.0,6.0,6.0,6.0,,5.0,5.0,2.0
1,0,29.0,1.0,Business/ Finance/ Real Estate,Real Estate/ Private Equity,North Carolina,2.0,0.57,0,3.0,4.0,27.0,2.0,0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,5.0,1.0
1,0,29.0,1.0,Business/ Finance/ Real Estate,Real Estate/ Private Equity,North Carolina,2.0,0.1,0,3.0,4.0,27.0,2.0,0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,5.0,2.0
1,1,29.0,1.0,Business/ Finance/ Real Estate,Real Estate/ Private Equity,North Carolina,2.0,-0.03,1,3.0,4.0,30.0,1.0,1,7.0,10.0,10.0,9.0,10.0,10.0,8.0,10.0,1.0
1,0,29.0,1.0,Business/ Finance/ Real Estate,Real Estate/ Private Equity,North Carolina,2.0,0.42,0,3.0,4.0,28.0,4.0,0,7.0,6.0,7.0,10.0,9.0,8.0,7.0,8.0,1.0
1,0,22.0,2.0,Biochemistry,undecided,"State College, PA",2.0,-0.01,1,6.0,2.0,24.0,2.0,1,10.0,10.0,9.0,8.0,8.0,7.0,9.0,8.0,2.0
1,0,22.0,2.0,Biochemistry,undecided,"State College, PA",2.0,-0.15,1,6.0,2.0,33.0,2.0,1,5.0,6.0,8.0,9.0,8.0,6.0,8.0,5.0,2.0
1,0,22.0,2.0,Biochemistry,undecided,"State College, PA",2.0,0.44,1,6.0,2.0,23.0,2.0,1,8.0,8.0,8.0,10.0,7.0,9.0,9.0,5.0,1.0
1,0,22.0,2.0,Biochemistry,undecided,"State College, PA",2.0,-0.29,1,6.0,2.0,24.0,2.0,1,10.0,9.0,9.0,9.0,8.0,7.0,9.0,1.0,1.0
1,0,22.0,2.0,Biochemistry,undecided,"State College, PA",2.0,-0.15,1,6.0,2.0,36.0,2.0,0,6.0,8.0,8.0,,,,6.0,3.0,2.0
1,0,22.0,2.0,Biochemistry,undecided,"State College, PA",2.0,0.17,0,6.0,2.0,26.0,4.0,1,7.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,2.0
1,0,22.0,2.0,Biochemistry,undecided,"State College, PA",2.0,-0.19,0,6.0,2.0,27.0,4.0,0,5.0,8.0,8.0,5.0,5.0,1.0,4.0,1.0,2.0
1,0,22.0,2.0,Biochemistry,undecided,"State College, PA",2.0,-0.11,1,6.0,2.0,28.0,2.0,0,8.0,6.0,8.0,8.0,6.0,8.0,7.0,3.0,2.0
1,0,22.0,2.0,Biochemistry,undecided,"State College, PA",2.0,0.2,1,6.0,2.0,31.0,2.0,0,8.0,5.0,8.0,8.0,8.0,7.0,7.0,2.0,2.0
1,0,22.0,2.0,Biochemistry,undecided,"State College, PA",2.0,-0.35,1,6.0,2.0,28.0,2.0,0,9.0,7.0,8.0,8.0,7.0,7.0,9.0,8.0,2.0
1,0,22.0,2.0,Biochemistry,undecided,"State College, PA",2.0,-0.32,0,6.0,2.0,27.0,4.0,1,8.0,8.0,8.0,8.0,9.0,9.0,8.0,7.0,2.0
1,0,22.0,2.0,Biochemistry,undecided,"State College, PA",2.0,0.2,0,6.0,2.0,28.0,4.0,1,7.0,7.0,7.0,7.0,,6.0,5.0,5.0,2.0
1,1,22.0,2.0,Biochemistry,undecided,"State College, PA",2.0,0.51,1,6.0,2.0,27.0,2.0,1,10.0,8.0,9.0,9.0,8.0,6.0,8.0,5.0,2.0
1,1,22.0,2.0,Biochemistry,undecided,"State College, PA",2.0,-0.18,1,6.0,2.0,27.0,2.0,1,8.0,7.0,7.0,8.0,7.0,5.0,7.0,5.0,2.0
1,0,22.0,2.0,Biochemistry,undecided,"State College, PA",2.0,-0.16,0,6.0,2.0,30.0,1.0,1,8.0,9.0,10.0,7.0,9.0,5.0,8.0,7.0,2.0
1,0,22.0,2.0,Biochemistry,undecided,"State College, PA",2.0,0.42,0,6.0,2.0,28.0,4.0,1,7.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,2.0
1,0,27.0,4.0,Biochemistry,pharmaceuticals and biotechnology,Canada,2.0,-0.24,0,1.0,1.0,24.0,2.0,1,8.0,10.0,9.0,8.0,8.0,5.0,8.0,6.0,1.0
1,0,27.0,4.0,Biochemistry,pharmaceuticals and biotechnology,Canada,2.0,0.58,0,1.0,1.0,33.0,2.0,0,6.0,7.0,9.0,8.0,9.0,,7.0,4.0,2.0
1,1,27.0,4.0,Biochemistry,pharmaceuticals and biotechnology,Canada,2.0,0.28,0,1.0,1.0,23.0,2.0,1,7.0,7.0,8.0,8.0,7.0,7.0,9.0,5.0,1.0
1,0,27.0,4.0,Biochemistry,pharmaceuticals and biotechnology,Canada,2.0,0.34,0,1.0,1.0,24.0,2.0,0,9.0,9.0,9.0,8.0,9.0,8.0,8.0,1.0,1.0
1,0,27.0,4.0,Biochemistry,pharmaceuticals and biotechnology,Canada,2.0,0.3,0,1.0,1.0,36.0,2.0,0,5.0,5.0,10.0,,8.0,,5.0,2.0,2.0
1,0,27.0,4.0,Biochemistry,pharmaceuticals and biotechnology,Canada,2.0,0.11,1,1.0,1.0,26.0,4.0,0,5.0,6.0,6.0,6.0,5.0,4.0,5.0,5.0,2.0
1,0,27.0,4.0,Biochemistry,pharmaceuticals and biotechnology,Canada,2.0,0.11,1,1.0,1.0,27.0,4.0,0,6.0,8.0,8.0,4.0,9.0,7.0,8.0,5.0,2.0
1,0,27.0,4.0,Biochemistry,pharmaceuticals and biotechnology,Canada,2.0,0.72,0,1.0,1.0,28.0,2.0,0,4.0,8.0,7.0,4.0,8.0,,6.0,8.0,2.0
1,0,27.0,4.0,Biochemistry,pharmaceuticals and biotechnology,Canada,2.0,0.46,0,1.0,1.0,31.0,2.0,0,6.0,6.0,7.0,6.0,6.0,5.0,7.0,4.0,2.0
1,1,27.0,4.0,Biochemistry,pharmaceuticals and biotechnology,Canada,2.0,0.45,0,1.0,1.0,28.0,2.0,1,9.0,8.0,7.0,7.0,6.0,9.0,8.0,8.0,2.0
1,0,27.0,4.0,Biochemistry,pharmaceuticals and biotechnology,Canada,2.0,0.65,1,1.0,1.0,27.0,4.0,0,5.0,6.0,8.0,7.0,,8.0,7.0,5.0,2.0
1,0,27.0,4.0,Biochemistry,pharmaceuticals and biotechnology,Canada,2.0,0.3,1,1.0,1.0,28.0,4.0,1,5.0,5.0,7.0,6.0,7.0,6.0,5.0,5.0,2.0
1,0,27.0,4.0,Biochemistry,pharmaceuticals and biotechnology,Canada,2.0,-0.01,0,1.0,1.0,27.0,2.0,0,5.0,8.0,8.0,7.0,7.0,2.0,5.0,3.0,2.0
1,0,27.0,4.0,Biochemistry,pharmaceuticals and biotechnology,Canada,2.0,0.25,0,1.0,1.0,27.0,2.0,0,2.0,4.0,6.0,4.0,6.0,3.0,3.0,3.0,2.0
1,0,27.0,4.0,Biochemistry,pharmaceuticals and biotechnology,Canada,2.0,0.45,0,1.0,1.0,30.0,1.0,0,7.0,6.0,10.0,3.0,8.0,10.0,4.0,1.0,2.0
1,0,27.0,4.0,Biochemistry,pharmaceuticals and biotechnology,Canada,2.0,0.18,1,1.0,1.0,28.0,4.0,0,3.0,5.0,7.0,2.0,5.0,2.0,1.0,4.0,2.0
1,0,26.0,2.0,Art Education,college art teacher,Minnesota,4.0,-0.43,1,1.0,1.0,24.0,2.0,1,6.0,8.0,8.0,8.0,8.0,7.0,8.0,10.0,1.0
1,0,26.0,2.0,Art Education,college art teacher,Minnesota,4.0,0.61,1,1.0,1.0,33.0,2.0,1,9.0,8.0,9.0,8.0,9.0,8.0,8.0,6.0,1.0
1,0,26.0,2.0,Art Education,college art teacher,Minnesota,4.0,0.14,1,1.0,1.0,23.0,2.0,0,6.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,2.0
1,0,26.0,2.0,Art Education,college art teacher,Minnesota,4.0,0.39,1,1.0,1.0,24.0,2.0,1,9.0,9.0,8.0,7.0,9.0,7.0,9.0,5.0,2.0
1,0,26.0,2.0,Art Education,college art teacher,Minnesota,4.0,0.64,1,1.0,1.0,36.0,2.0,0,6.0,8.0,8.0,8.0,,,6.0,3.0,2.0
1,0,26.0,2.0,Art Education,college art teacher,Minnesota,4.0,0.51,0,1.0,1.0,26.0,4.0,1,7.0,8.0,8.0,7.0,7.0,8.0,8.0,6.0,2.0
1,0,26.0,2.0,Art Education,college art teacher,Minnesota,4.0,0.58,0,1.0,1.0,27.0,4.0,1,7.0,9.0,9.0,8.0,8.0,7.0,8.0,5.0,2.0
1,0,26.0,2.0,Art Education,college art teacher,Minnesota,4.0,0.47,1,1.0,1.0,28.0,2.0,0,5.0,6.0,6.0,4.0,4.0,4.0,5.0,7.0,2.0
1,0,26.0,2.0,Art Education,college art teacher,Minnesota,4.0,0.35,1,1.0,1.0,31.0,2.0,0,7.0,7.0,8.0,8.0,6.0,,7.0,4.0,2.0
1,0,26.0,2.0,Art Education,college art teacher,Minnesota,4.0,0.65,1,1.0,1.0,28.0,2.0,0,7.0,5.0,7.0,8.0,7.0,7.0,7.5,6.0,2.0
1,0,26.0,2.0,Art Education,college art teacher,Minnesota,4.0,0.62,0,1.0,1.0,27.0,4.0,0,7.0,8.0,7.0,7.0,6.0,8.0,,,
1,1,26.0,2.0,Art Education,college art teacher,Minnesota,4.0,0.49,0,1.0,1.0,28.0,4.0,1,8.0,8.0,8.0,8.0,6.0,7.0,8.0,7.0,2.0
1,1,26.0,2.0,Art Education,college art teacher,Minnesota,4.0,0.39,1,1.0,1.0,27.0,2.0,1,9.0,9.0,8.0,9.0,8.0,6.0,8.0,3.0,2.0
1,0,26.0,2.0,Art Education,college art teacher,Minnesota,4.0,0.54,1,1.0,1.0,27.0,2.0,0,6.0,7.0,6.0,6.0,5.0,7.0,6.0,6.0,2.0
1,1,26.0,2.0,Art Education,college art teacher,Minnesota,4.0,0.21,0,1.0,1.0,30.0,1.0,1,6.0,9.0,10.0,7.0,10.0,8.0,7.0,6.0,2.0
1,0,26.0,2.0,Art Education,college art teacher,Minnesota,4.0,0.15,0,1.0,1.0,28.0,4.0,0,5.0,7.0,6.0,5.0,5.0,4.0,3.0,5.0,2.0
1,0,27.0,2.0,Philosophy,academic,Los Angeles,1.0,-0.59,1,1.0,1.0,24.0,2.0,1,8.0,9.0,10.0,8.0,5.0,6.0,7.0,6.0,2.0
1,0,27.0,2.0,Philosophy,academic,Los Angeles,1.0,0.47,1,1.0,1.0,33.0,2.0,1,8.0,7.0,9.0,8.0,8.0,,8.0,5.0,2.0
1,0,27.0,2.0,Philosophy,academic,Los Angeles,1.0,0.27,1,1.0,1.0,23.0,2.0,0,8.0,8.0,7.0,7.0,6.0,7.0,8.0,0.0,2.0
1,0,27.0,2.0,Philosophy,academic,Los Angeles,1.0,0.06,1,1.0,1.0,24.0,2.0,1,9.0,10.0,10.0,9.0,8.0,9.0,9.0,5.0,2.0
